"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 263";"[{""desc"":""(3rd Dan)"",""title"":""Go (Weiqi) player""},{""desc"":""(Orchestra level)"",""title"":""Violin""},{""desc"":null,""title"":""Digital Illustration""}]";"[{""dates"":""June 2024 - Dec 2024"",""company"":""Naver Corp"",""job title"":""Machine Learning Intern"",""description"":""Improved the CTR (Click-Through Rate) of the news feed by 6.5% through the implementation of a Transformer-based recommendation model."",""country or city"":""Seoul""},{""dates"":""Jan 2024 - May 2024"",""company"":""Mckinsey & Company (QuantumBlack)"",""job title"":""Data Analyst Intern"",""description"":""Performed churn prediction for a major telecom client using PySpark on a dataset of 50M+ records."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Seoul National University"",""country or city"":""not found"",""level_of_degree"":""BSc in Statistics & Computer Science""}]"
"CV 262";"[{""desc"":null,""title"":""Competitive Fencing""},{""desc"":null,""title"":""Algorithmic Art""},{""desc"":null,""title"":""Alpine Mountaineering""}]";"[{""dates"":""July 2024 - Present"",""company"":""G-Research"",""job title"":""Quantitative Research Intern"",""description"":""Developing signal generation models using XGBoost on high-frequency tick data. Optimizing execution algorithms to minimize market impact."",""country or city"":""London""},{""dates"":""2023"",""company"":""J.P. Morgan (CIB)"",""job title"":""Summer Analyst"",""description"":""Worked on the Exotic Derivatives desk; automated the daily Value-at-Risk (VaR) reporting pipeline using Python."",""country or city"":""not found""}]";"{""studies"":[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University College London (UCL)"",""country or city"":""not found"",""level_of_degree"":""BSc in Mathematics & Statistical Science""}]}"
"CV 261";"[]";"[{""dates"":""not found"",""company"":""Unilever"",""job title"":""Intern"",""description"":""Focus on rural market penetration for consumer goods."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Port of Zeebrugge"",""job title"":""Intern"",""description"":""Optimization of Ro-Ro (Roll-on/Roll-off) ship loading."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Vale"",""job title"":""Intern"",""description"":""Focus on industrial safety training and talent retention."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Xero"",""job title"":""Intern"",""description"":""Product"",""country or city"":""not found""}]";"[]"
"CV 260";"[{""desc"":null,""title"":""Investing""},{""desc"":null,""title"":""Padel""},{""desc"":null,""title"":""Electronic Music""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Ericsson"",""job title"":""Strategy Intern"",""description"":""Supported the 5G enterprise division in defining market-entry strategies for the mining sector."",""country or city"":""not found""},{""dates"":""2022"",""company"":""Spotify"",""job title"":""Summer Intern"",""description"":""Analyzed user growth metrics in the Latin American market."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Stockholm School of Economics (SSE)"",""country or city"":""not found"",""level_of_degree"":""BSc in Business and Economics""}]"
"CV 259";"null";"[{""dates"":""not found"",""company"":""Bulgari"",""job title"":""Intern"",""description"":""Specialized in high-jewelry CRM and VIC (Very Important Client) events."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Manchester City FC"",""job title"":""Intern"",""description"":""Focus on fan engagement and digital sponsorship."",""country or city"":""not found""},{""dates"":""not found"",""company"":""European Parliament"",""job title"":""Intern"",""description"":""Focus on digital privacy laws."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Mitsubishi Corp"",""job title"":""Intern"",""description"":""Analysis of LNG trade routes in Asia."",""country or city"":""not found""},{""dates"":""not found"",""company"":""African Development Bank"",""job title"":""Intern"",""description"":""Research on micro-finance for women."",""country or city"":""not found""}]";"0"
"CV 258";"[{""desc"":null,""title"":""Circular Design""},{""desc"":null,""title"":""Windsurfing""},{""desc"":null,""title"":""Gastronomy""}]";"[{""dates"":""June 2023 - Present"",""company"":""Heineken"",""job title"":""Sustainability Intern"",""description"":""Led a project to reduce water consumption in 3 breweries by 10% through a new recycling loop. Conducted LCA (Life Cycle Assessment) for new sustainable packaging."",""country or city"":""Amsterdam""},{""dates"":""2022"",""company"":""Arcadis"",""job title"":""Junior Consultant"",""description"":""Assisted in carbon footprint calculations for urban infrastructure projects."",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""Bio-based Economy"",""university"":""Wageningen University"",""country or city"":""not found"",""level_of_degree"":""BSc in Environmental Sciences""}]"
"CV 257";"null";"[{""dates"":""January 2024 - Present"",""company"":""Tinkoff Bank"",""job title"":""Quantitative Analyst Intern"",""description"":""Developed algorithmic trading signals for the FX desk using machine learning.\n\nBack-tested strategies on 5 years of historical data."",""country or city"":""not found""},{""dates"":""2023"",""company"":""McKinsey"",""job title"":""Finance Intern"",""description"":""Performed financial due diligence for a tech-sector merger in Eastern Europe."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Specialized in Stochastic Processes"",""university"":""HSE University"",""country or city"":""not found"",""level_of_degree"":""BSc in Mathematics and Economics""}]"
"CV 256";"null";"[{""dates"":""June 2024 - Sept 2024"",""company"":""NVIDIA"",""job title"":""AI Research Intern"",""description"":""Developed a prototype for real-time logistics optimization using Reinforcement Learning."",""country or city"":""Santa Clara""},{""dates"":""2023"",""company"":""Ford Motor Company"",""job title"":""Data Analyst Intern"",""description"":""Built a predictive model for supply chain delays during the semiconductor shortage, improving accuracy by 12%."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University of Michigan"",""country or city"":""not found"",""level_of_degree"":""BSc in Data Science & Mathematics""}]"
"CV 255";"[{""desc"":null,""title"":""Medical Ethics""},{""desc"":null,""title"":""Violin""},{""desc"":""(Hospital for children)"",""title"":""Volunteering""}]";"[{""dates"":""June 2024 - Present."",""company"":""Sanofi"",""job title"":""Innovation Intern"",""description"":""Supported the digital health team in launching a patient-monitoring app for diabetes.\nConducted market research on telemedicine regulations in the EU."",""country or city"":""Paris""},{""dates"":""2023."",""company"":""Institut Pasteur"",""job title"":""Lab Assistant"",""description"":""Assisted in data entry and preliminary analysis for a clinical trial on mRNA vaccines."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Biotechnology and Medical Devices"",""university"":""Université Paris Cité"",""country or city"":""not found"",""level_of_degree"":""Bachelor en Sciences pour la Santé""}]"
"CV 254";"[{""desc"":null,""title"":""Capture The Flag (CTF) competitions""},{""desc"":null,""title"":""Surfing""},{""desc"":null,""title"":""Robotics""}]";"[{""dates"":""July 2024 - Present."",""company"":""CrowdStrike"",""job title"":""Cybersecurity Intern"",""description"":""Assisted the Threat Intelligence team in analyzing 15+ malware samples.\nConducted vulnerability scans using Nessus for corporate clients."",""country or city"":""Sydney""},{""dates"":""2023."",""company"":""PwC"",""job title"":""IT Audit Intern"",""description"":""Verified ISO 27001 compliance for a regional bank, identifying 3 critical security gaps."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Australian National University (ANU)"",""country or city"":""not found"",""level_of_degree"":""BSc in Computer Science""}]"
"CV 253";"[{""desc"":null,""title"":""Traditional Tea""},{""desc"":null,""title"":""Travel""},{""desc"":null,""title"":""Badminton""}]";"[{""dates"":""June 2024 - Present"",""company"":""Samsung Electronics"",""job title"":""Supply Chain Intern"",""description"":""Optimized component inventory levels using Lean Six Sigma, reducing carrying costs by 4%."",""country or city"":""Hanoi""},{""dates"":""2023"",""company"":""DHL Global Forwarding"",""job title"":""Trade Intern"",""description"":""Managed import/export documentation and customs clearance for textile clients."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""FTU Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor of International Business""}]"
"CV 252";"[{""desc"":null,""title"":""Alpine Climbing""},{""desc"":null,""title"":""Football""},{""desc"":null,""title"":""Sports Psychology""}]";"[{""dates"":""July 2023 - Jan 2024"",""company"":""Red Bull"",""job title"":""Partnerships Intern"",""description"":""Coordinated logistics and sponsorship activations for 3 international extreme sports events.\n\nManaged athlete relations and social media content schedules."",""country or city"":""Salzburg""},{""dates"":""2022"",""company"":""SK Rapid Wien"",""job title"":""Operations Intern"",""description"":""Assisted in match-day operations and ticketing data analysis."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Vienna"",""country or city"":""not found"",""level_of_degree"":""BSc in Sports Science & Management""}]"
"CV 251";"null";"[{""dates"":""2022 - Present"",""company"":""not found"",""job title"":""Founder - \""Eco-Wrap\"""",""description"":""Developed a biodegradable alternative to plastic wrap; secured $15k in grants."",""country or city"":""not found""},{""dates"":""2024"",""company"":""Flutterwave"",""job title"":""Product Intern"",""description"":""Assisted the product team in defining requirements for a new cross-border payment feature for SMEs."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""African Leadership University (ALU)"",""country or city"":""not found"",""level_of_degree"":""BSc in Business and Entrepreneurship""}]"
"CV 250";"[{""desc"":null,""title"":""Contemporary Art""},{""desc"":null,""title"":""Gastronomy""},{""desc"":null,""title"":""Tailoring""}]";"[{""dates"":""June 2024 - Present"",""company"":""Bottega Veneta"",""job title"":""Merchandising Intern"",""description"":""Assisted in seasonal collection planning and OTB (Open-to-Buy) analysis for the European market.\nManaged showroom rotations during Fashion Week."",""country or city"":""Milan""},{""dates"":""2023"",""company"":""Prada"",""job title"":""Retail Intern"",""description"":""Focus on VIP clienteling and CRM data entry."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Luxury Retail and Merchandising"",""university"":""Marangoni Institute Milan"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Fashion Management""}]"
"CV 249";"[{""desc"":null,""title"":""Sailing""},{""desc"":null,""title"":""Graphic Design""},{""desc"":null,""title"":""Sustainability""}]";"[{""dates"":""July 2024 - Present"",""company"":""Unilever"",""job title"":""Marketing Analyst Intern"",""description"":""Analyzed POS (Point of Sale) data for the \""Home Care\"" division, optimizing promotional spend which led to a 5% increase in ROI."",""country or city"":""Rotterdam""},{""dates"":""2023"",""company"":""Philips"",""job title"":""Digital Marketing Intern"",""description"":""Managed A/B testing for email marketing campaigns across the Benelux region."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Digital Media and Persuasive Communication"",""university"":""University of Amsterdam"",""country or city"":""not found"",""level_of_degree"":""BSc in Communication Science""}]"
